Polo;Data;KM_Estimado_K;KM_Real_Google;Fator_K_Usado
NITERÓI;2025-07-30;18.298;19.788;2.19
NITERÓI;2025-07-30;7.008;5.945;2.19
NITERÓI;2025-07-30;6.437;9.578;2.19
NITERÓI;2025-07-31;23.862;28.651;2.19
NITERÓI;2025-07-31;29.244;20.939;2.19
NITERÓI;2025-07-31;17.47;18.866;2.19
NITERÓI;2025-07-31;15.824;18.852;2.19
NITERÓI;2025-07-31;13.982;11.258;2.19
NITERÓI;2025-07-31;7.97;6.795;2.19
NITERÓI;2025-07-31;9.619;9.801;2.19
NITERÓI;2025-07-31;21.188;21.197;2.19
NITERÓI;2025-07-31;6.134;5.358;2.19
NITERÓI;2025-07-31;6.288;9.578;2.19
